CID	Name	Structure Path	Number of Atoms	Total Charge	HOMO-LUMO gap
8392924	[2-[[(1S,2S)-2-methylcyclohexyl]carbamoylamino]-2-oxoethyl] 4-(2,3-dihydro-1H-inden-5-yl)-4-oxobutanoate	/Users/marcelmueller/source/randommolecules/example/8392924/8392924_opt.xyz	60	0	3.086
8403938	(E)-2-(4-chlorophenyl)-N-[(1R)-1-(3,4-difluorophenyl)ethyl]ethenesulfonamide	/Users/marcelmueller/source/randommolecules/example/8403938/8403938_opt.xyz	37	0	2.976
8416429	(3S)-1,1-dioxo-N-[(E)-(2-oxo-1-propan-2-ylindol-3-ylidene)amino]thiolane-3-carboxamide	/Users/marcelmueller/source/randommolecules/example/8416429/8416429_opt.xyz	43	0	2.168
8422369	[2-(cyclohexylcarbamoylamino)-2-oxoethyl] 2-[(5-chlorothiophen-2-yl)methylsulfanyl]acetate	/Users/marcelmueller/source/randommolecules/example/8422369/8422369_opt.xyz	46	0	2.814
8426035	[2-[2-(2-fluorophenyl)ethylamino]-2-oxoethyl] (E)-3-(3-chloro-4-methylphenyl)prop-2-enoate	/Users/marcelmueller/source/randommolecules/example/8426035/8426035_opt.xyz	45	0	2.867
8426747	N-[(3S)-1,1-dioxo-2,3-dihydrothiophen-3-yl]-N-phenyl-2-(1,2,3,4-tetrahydroisoquinolin-2-ium-2-yl)acetamide	/Users/marcelmueller/source/randommolecules/example/8426747/8426747_opt.xyz	50	1	3.720
8456900	2-[[4-(dimethylamino)phenyl]methyl-methylamino]-N-(4-methylphenyl)acetamide	/Users/marcelmueller/source/randommolecules/example/8456900/8456900_opt.xyz	48	0	2.759
8472633	(2R)-N-(2-chloro-4-fluorophenyl)-2-(1,2,3,4-tetrahydroisoquinolin-2-ium-2-yl)propanamide	/Users/marcelmueller/source/randommolecules/example/8472633/8472633_opt.xyz	42	1	3.359
8503497	3,4-dichloro-N-[(4R)-4-(3-methoxyphenyl)-4-methyl-2,5-dioxoimidazolidin-1-yl]benzamide	/Users/marcelmueller/source/randommolecules/example/8503497/8503497_opt.xyz	42	0	2.530
8509939	[2-[[(1S)-1-cyclopropylethyl]amino]-2-oxoethyl] (E)-3-[2-(N-acetylanilino)-1,3-thiazol-4-yl]prop-2-enoate	/Users/marcelmueller/source/randommolecules/example/8509939/8509939_opt.xyz	52	0	2.543
8517299	[4-(difluoromethoxy)phenyl]methyl-[(7-hydroxy-8-methyl-2-oxochromen-4-yl)methyl]-methylazanium	/Users/marcelmueller/source/randommolecules/example/8517299/8517299_opt.xyz	47	1	2.547
8517657	N-[2-(5,6-dimethyl-4-oxo-1H-pyrimidin-2-yl)-5-methylpyrazol-3-yl]-2-(4-phenylphenyl)acetamide	/Users/marcelmueller/source/randommolecules/example/8517657/8517657_opt.xyz	54	0	2.675
8521227	2-(2,4-dimethyl-6-nitrophenoxy)-1-(4-iodophenyl)ethanone	/Users/marcelmueller/source/randommolecules/example/8521227/8521227_opt.xyz	36	0	2.502
8530006	2-[4-(3-chlorophenyl)piperazin-1-ium-1-yl]-N-[(3S)-3-methyl-1,1-dioxothiolan-3-yl]acetamide	/Users/marcelmueller/source/randommolecules/example/8530006/8530006_opt.xyz	50	1	2.702
8530610	1-[(2R)-1-[2-[(2S)-butan-2-yl]anilino]-1-oxopropan-2-yl]piperidine-4-carboxamide	/Users/marcelmueller/source/randommolecules/example/8530610/8530610_opt.xyz	53	0	3.305
8533127	ethyl (3S)-1-[(2S)-1-(3-chloroanilino)-1-oxopropan-2-yl]piperidin-1-ium-3-carboxylate	/Users/marcelmueller/source/randommolecules/example/8533127/8533127_opt.xyz	47	1	3.077
8547681	(2R)-N-carbamoyl-2-[4-[3-(trifluoromethyl)phenyl]piperazin-1-yl]propanamide	/Users/marcelmueller/source/randommolecules/example/8547681/8547681_opt.xyz	43	0	3.046
8555040	2-(4-phenyl-3,6-dihydro-2H-pyridin-1-yl)-N-[(2R)-2-phenylpropyl]acetamide	/Users/marcelmueller/source/randommolecules/example/8555040/8555040_opt.xyz	51	0	3.193
8582096	N-butyl-N-ethyl-2-[[5-(4-methylphenyl)-1H-1,2,4-triazol-3-yl]sulfanyl]acetamide	/Users/marcelmueller/source/randommolecules/example/8582096/8582096_opt.xyz	47	0	2.412
8598704	2-[[(1R)-1-(2-chlorophenyl)ethyl]amino]-N-cyclopentyl-N-[(3S)-1,1-dioxothiolan-3-yl]acetamide	/Users/marcelmueller/source/randommolecules/example/8598704/8598704_opt.xyz	53	0	3.369
8609211	[2-(cyclopropylamino)-2-oxoethyl] (3R)-3-(carbamoylamino)-3-(4-chlorophenyl)propanoate	/Users/marcelmueller/source/randommolecules/example/8609211/8609211_opt.xyz	41	0	3.953
8619392	1-[2-(dimethylamino)ethyl]-3-(2,5-dimethylphenyl)thiourea	/Users/marcelmueller/source/randommolecules/example/8619392/8619392_opt.xyz	38	0	2.458
8659237	(5S)-5-(1,3-benzodioxol-5-ylmethyl)-3-(2-ethoxyethyl)-5-methylimidazolidine-2,4-dione	/Users/marcelmueller/source/randommolecules/example/8659237/8659237_opt.xyz	43	0	3.642
8662085	(3-fluorophenyl)methyl 2-[(2-ethoxybenzoyl)amino]acetate	/Users/marcelmueller/source/randommolecules/example/8662085/8662085_opt.xyz	42	0	3.518
8663652	[(2S)-1-(5-chloro-2-methoxyanilino)-1-oxopropan-2-yl] 3-methoxynaphthalene-2-carboxylate	/Users/marcelmueller/source/randommolecules/example/8663652/8663652_opt.xyz	49	0	2.571
8673429	[(2R)-1-[[(1S)-1-(2,4-dichlorophenyl)ethyl]amino]-1-oxopropan-2-yl] (E)-pent-2-enoate	/Users/marcelmueller/source/randommolecules/example/8673429/8673429_opt.xyz	41	0	3.595
8687801	2-[[2-[4-(2-methoxyphenyl)piperazin-1-ium-1-yl]acetyl]amino]-5,6-dihydro-4H-cyclopenta[b]thiophene-3-carboxamide	/Users/marcelmueller/source/randommolecules/example/8687801/8687801_opt.xyz	56	1	1.846
8700875	2-[2-(5-ethylthiophen-2-yl)-2-oxoethyl]sulfanyl-3-methylbenzo[g]quinazolin-4-one	/Users/marcelmueller/source/randommolecules/example/8700875/8700875_opt.xyz	45	0	2.261
8701197	N-(1,3-benzodioxol-5-yl)-3-(2-methylphenoxy)propanamide	/Users/marcelmueller/source/randommolecules/example/8701197/8701197_opt.xyz	39	0	3.436
8715071	1-(5-chlorothiophen-2-yl)-3-(2,4-dimethylanilino)-2-(3-methylpyridin-1-ium-1-yl)-3-sulfanylprop-2-en-1-one	/Users/marcelmueller/source/randommolecules/example/8715071/8715071_opt.xyz	47	1	1.776
8735228	[2-[3-(ethylcarbamoyl)anilino]-2-oxoethyl] 3-[(2-methylpropan-2-yl)oxycarbonylamino]propanoate	/Users/marcelmueller/source/randommolecules/example/8735228/8735228_opt.xyz	55	0	3.409
8735440	[2-(3-chloro-4-methylanilino)-2-oxoethyl] 2-[(3R)-1,1-dioxothiolan-3-yl]acetate	/Users/marcelmueller/source/randommolecules/example/8735440/8735440_opt.xyz	41	0	3.701
8741522	(2S)-1-(4-methylpiperidin-1-yl)-3-[(2-methylpropan-2-yl)oxy]propan-2-ol	/Users/marcelmueller/source/randommolecules/example/8741522/8741522_opt.xyz	43	0	9.633
8754509	methyl 1-[2-[[(1S)-1-(2,3-dihydro-1,4-benzodioxin-6-yl)ethyl]amino]-2-oxoethyl]piperidine-4-carboxylate	/Users/marcelmueller/source/randommolecules/example/8754509/8754509_opt.xyz	52	0	3.189
8763419	N-(5-chloro-2-methoxyphenyl)-5-methyl-4-propylthiophene-2-carboxamide	/Users/marcelmueller/source/randommolecules/example/8763419/8763419_opt.xyz	39	0	2.686
8763659	2-cyclopentylsulfanyl-N-(8-methyl-2,4-dioxo-1,3-diazaspiro[4.5]decan-3-yl)acetamide	/Users/marcelmueller/source/randommolecules/example/8763659/8763659_opt.xyz	48	0	2.581
8771836	2-[[2-[(3R)-5-(4-chlorophenyl)-3-(furan-2-yl)-3,4-dihydropyrazol-2-yl]-2-oxoethyl]amino]-N-methylacetamide	/Users/marcelmueller/source/randommolecules/example/8771836/8771836_opt.xyz	45	0	1.714
8784495	2-(3,4-dihydro-2H-quinolin-1-ylmethyl)-5-(5-methylthiophen-2-yl)-3H-thieno[2,3-d]pyrimidin-4-one	/Users/marcelmueller/source/randommolecules/example/8784495/8784495_opt.xyz	46	0	1.855
8787343	1-[[(3S)-2,3-dihydro-1,4-benzodioxin-3-yl]methyl]-1-ethyl-3-[(4-methoxyphenyl)methyl]thiourea	/Users/marcelmueller/source/randommolecules/example/8787343/8787343_opt.xyz	50	0	2.375
8793166	[5-(furan-2-yl)-1,3,4-oxadiazol-2-yl]methyl-[(4-methoxyphenyl)methyl]-methylazanium	/Users/marcelmueller/source/randommolecules/example/8793166/8793166_opt.xyz	40	1	2.643
8796414	N-[(2R)-2-(dimethylamino)-2-(4-ethylphenyl)ethyl]-2-(3,4,5-trimethoxyphenyl)acetamide	/Users/marcelmueller/source/randommolecules/example/8796414/8796414_opt.xyz	61	0	3.532
8828154	1-(2,4-dimethylphenyl)-2-(2,3-dimethylpyridin-1-ium-1-yl)ethanone	/Users/marcelmueller/source/randommolecules/example/8828154/8828154_opt.xyz	39	1	2.097
8834583	3-phenyl-N-[3-(tetrazol-1-yl)phenyl]thiophene-2-carboxamide	/Users/marcelmueller/source/randommolecules/example/8834583/8834583_opt.xyz	38	0	2.718
8846641	[2-(4-fluoroanilino)-2-oxoethyl] (2S)-2-[(3aR,7aR)-1,3-dioxo-3a,4,5,6,7,7a-hexahydroisoindol-2-yl]propanoate	/Users/marcelmueller/source/randommolecules/example/8846641/8846641_opt.xyz	48	0	3.811
8848837	2-[[2-[(5-anilino-1,3,4-thiadiazol-2-yl)sulfanyl]acetyl]-ethylamino]-N-ethylacetamide	/Users/marcelmueller/source/randommolecules/example/8848837/8848837_opt.xyz	46	0	2.869
8851845	2-(2,3-dihydro-1,4-benzodioxin-6-yl)-N-(4-methyl-3-nitrophenyl)acetamide	/Users/marcelmueller/source/randommolecules/example/8851845/8851845_opt.xyz	40	0	1.937
8865209	[2-oxo-2-(3-sulfamoylanilino)ethyl] (2R)-2-(4-chlorophenoxy)propanoate	/Users/marcelmueller/source/randommolecules/example/8865209/8865209_opt.xyz	44	0	3.155
8871873	1-[(4R)-4-[4-(difluoromethoxy)-3,5-dimethylphenyl]-6-phenyl-2-sulfanylidene-3,4-dihydro-1H-pyrimidin-5-yl]ethanone	/Users/marcelmueller/source/randommolecules/example/8871873/8871873_opt.xyz	48	0	1.508
8881854	N-(1,3-benzothiazol-2-yl)-5-methyl-1,2-oxazole-3-carboxamide	/Users/marcelmueller/source/randommolecules/example/8881854/8881854_opt.xyz	27	0	2.615
8898566	N-(4-chloro-2-nitrophenyl)-2-[[(1S)-1-phenylethyl]amino]acetamide	/Users/marcelmueller/source/randommolecules/example/8898566/8898566_opt.xyz	39	0	0.753
8909552	N-cyclopropyl-2-[2-(2,5-dichlorophenyl)sulfanylethyl-methylamino]acetamide	/Users/marcelmueller/source/randommolecules/example/8909552/8909552_opt.xyz	38	0	2.506
8912562	[(2R)-1-(4-cyanoanilino)-1-oxopropan-2-yl] 1-ethyl-2,5-dimethylpyrrole-3-carboxylate	/Users/marcelmueller/source/randommolecules/example/8912562/8912562_opt.xyz	46	0	2.754
8916003	N-(5-benzyl-1,3-thiazol-2-yl)-3-methyl-4-nitrobenzamide	/Users/marcelmueller/source/randommolecules/example/8916003/8916003_opt.xyz	40	0	1.684
8917904	[2-(3-chloro-2-methylanilino)-2-oxoethyl]-[(1R)-1-(furan-2-yl)ethyl]azanium	/Users/marcelmueller/source/randommolecules/example/8917904/8917904_opt.xyz	38	1	2.851
8938764	N'-[2-[(3R)-1,1-dioxothiolan-3-yl]acetyl]-4-phenylbenzohydrazide	/Users/marcelmueller/source/randommolecules/example/8938764/8938764_opt.xyz	46	0	3.148
8939243	[2-(4-ethylphenyl)-2-oxoethyl] (2S)-2-[(4-acetylphenyl)sulfonylamino]propanoate	/Users/marcelmueller/source/randommolecules/example/8939243/8939243_opt.xyz	52	0	2.641
8958607	[(2R)-1-[2-cyanoethyl(methyl)amino]-1-oxopropan-2-yl] 4-fluoro-3-methyl-1-benzothiophene-2-carboxylate	/Users/marcelmueller/source/randommolecules/example/8958607/8958607_opt.xyz	41	0	2.601
8988425	[(2S)-1-[(4-methylphenyl)methylamino]-1-oxopropan-2-yl] 4-methoxy-3-(methylsulfamoyl)benzoate	/Users/marcelmueller/source/randommolecules/example/8988425/8988425_opt.xyz	53	0	2.536
8989922	2-[2-chloro-4-[(Z)-[[2-(furan-2-ylmethylamino)-2-oxoacetyl]hydrazinylidene]methyl]-6-methoxyphenoxy]acetic acid	/Users/marcelmueller/source/randommolecules/example/8989922/8989922_opt.xyz	44	0	2.706
8990028	2-[2-methoxy-4-[(Z)-[[2-(4-methoxyanilino)-2-oxoacetyl]hydrazinylidene]methyl]phenoxy]acetic acid	/Users/marcelmueller/source/randommolecules/example/8990028/8990028_opt.xyz	48	0	2.801
9019069	N-[(1R)-1-cyclopropylethyl]-2-(4-phenylphenoxy)acetamide	/Users/marcelmueller/source/randommolecules/example/9019069/9019069_opt.xyz	43	0	3.586
9026939	2-[(1S)-1-[4-(2-methoxyphenyl)piperazin-1-ium-1-yl]ethyl]-5-thiophen-2-yl-1,3,4-oxadiazole	/Users/marcelmueller/source/randommolecules/example/9026939/9026939_opt.xyz	49	1	1.700
9050984	(6-chloro-7-methyl-2-oxochromen-4-yl)methyl-[(R)-phenyl(thiophen-2-yl)methyl]azanium	/Users/marcelmueller/source/randommolecules/example/9050984/9050984_opt.xyz	46	1	2.540
9059502	2-hydroxy-4-[[2-(4-methylphenyl)hydrazinyl]methylidene]cyclohexa-2,5-dien-1-one	/Users/marcelmueller/source/randommolecules/example/9059502/9059502_opt.xyz	32	0	1.920
9062839	[2-oxo-2-(2-oxoimidazolidin-1-yl)ethyl] (1'S,5'R)-spiro[1,3-dithiolane-2,9'-bicyclo[3.3.1]nonane]-3'-carboxylate	/Users/marcelmueller/source/randommolecules/example/9062839/9062839_opt.xyz	49	0	2.760
9066169	[2-[4-[methyl(methylsulfonyl)amino]phenyl]-2-oxoethyl] 2-[(1R)-cyclopent-2-en-1-yl]acetate	/Users/marcelmueller/source/randommolecules/example/9066169/9066169_opt.xyz	45	0	2.669
9066910	[2-(3-cyanoanilino)-2-oxoethyl] 5-methoxy-2,3-dihydro-1,4-benzodioxine-7-carboxylate	/Users/marcelmueller/source/randommolecules/example/9066910/9066910_opt.xyz	43	0	2.798
9093765	1-(6-amino-1-butyl-2,4-dioxopyrimidin-5-yl)-1-benzyl-3-[2-(dimethylamino)ethyl]thiourea	/Users/marcelmueller/source/randommolecules/example/9093765/9093765_opt.xyz	59	0	1.934
9100411	(6S)-6-methyl-2-[[4-(2-oxopyrrolidin-1-yl)benzoyl]amino]-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide	/Users/marcelmueller/source/randommolecules/example/9100411/9100411_opt.xyz	51	0	2.435
9114596	[2-oxo-2-(3-sulfamoylanilino)ethyl] 2,3-dimethyl-1H-indole-5-carboxylate	/Users/marcelmueller/source/randommolecules/example/9114596/9114596_opt.xyz	47	0	2.818
9116073	[2-[(2-fluorophenyl)carbamoylamino]-2-oxoethyl]-methyl-[(1S)-1,2,3,4-tetrahydronaphthalen-1-yl]azanium	/Users/marcelmueller/source/randommolecules/example/9116073/9116073_opt.xyz	49	1	2.770
9119505	3-[[(4aS,8aR)-1,2,3,4,4a,5,6,7,8,8a-decahydroquinolin-1-ium-1-yl]methyl]-5-thiophen-2-yl-1,3,4-oxadiazol-2-one	/Users/marcelmueller/source/randommolecules/example/9119505/9119505_opt.xyz	44	1	2.850
9122285	1-[(1R,2R)-2-methylcyclohexyl]-3-[(Z)-thiophen-3-ylmethylideneamino]thiourea	/Users/marcelmueller/source/randommolecules/example/9122285/9122285_opt.xyz	37	0	1.631
9139562	[2-[4-(dimethylamino)anilino]-2-oxoethyl] 3-(4-methylphenoxy)propanoate	/Users/marcelmueller/source/randommolecules/example/9139562/9139562_opt.xyz	50	0	2.855
9167674	[2-(4-bromoanilino)-2-oxoethyl]-methyl-[(4-prop-2-enoxyphenyl)methyl]azanium	/Users/marcelmueller/source/randommolecules/example/9167674/9167674_opt.xyz	46	1	2.640
9171041	1-(2,5-dichlorothiophen-3-yl)-2-[(4,5-dicyclopropyl-1,2,4-triazol-3-yl)sulfanyl]ethanone	/Users/marcelmueller/source/randommolecules/example/9171041/9171041_opt.xyz	35	0	2.159
9174046	N-[4-[2-(2-amino-2-oxoethyl)-1,3-thiazol-4-yl]phenyl]-2,2-dimethylpropanamide	/Users/marcelmueller/source/randommolecules/example/9174046/9174046_opt.xyz	41	0	2.823
9179474	N'-[(Z)-1-(1-adamantyl)propan-2-ylideneamino]-N-(4-methylphenyl)oxamide	/Users/marcelmueller/source/randommolecules/example/9179474/9179474_opt.xyz	56	0	2.721
9190732	N-[5-(5-benzylsulfonyl-1,3,4-oxadiazol-2-yl)pentyl]thiophene-2-carboxamide	/Users/marcelmueller/source/randommolecules/example/9190732/9190732_opt.xyz	49	0	3.253
9229017	[2-[[(2R)-5-methylhexan-2-yl]amino]-2-oxoethyl] 4-(dimethylamino)benzoate	/Users/marcelmueller/source/randommolecules/example/9229017/9229017_opt.xyz	51	0	2.898
9238720	[4-(1,3-benzothiazol-2-ylmethyl)piperazin-1-yl]-(4-propan-2-ylphenyl)methanone	/Users/marcelmueller/source/randommolecules/example/9238720/9238720_opt.xyz	52	0	2.633
9242915	2-[[[(3S)-1,1-dioxothiolan-3-yl]-ethylamino]methyl]-5-phenyl-4-prop-2-enyl-1,2,4-triazole-3-thione	/Users/marcelmueller/source/randommolecules/example/9242915/9242915_opt.xyz	50	0	2.066
9250091	3,3-dimethyl-4-[(2S)-2-(4-methylpiperazine-1,4-diium-1-yl)propanoyl]-1H-quinoxalin-2-one	/Users/marcelmueller/source/randommolecules/example/9250091/9250091_opt.xyz	52	2	2.289
9253074	2-[[2-[[(1R)-1-(1,3-benzodioxol-5-yl)ethyl]amino]-2-oxoethyl]-methylamino]-N-(4-fluorophenyl)acetamide	/Users/marcelmueller/source/randommolecules/example/9253074/9253074_opt.xyz	50	0	3.288
9260413	6,7-dimethyl-4-[[methyl-[(1R)-1,2,3,4-tetrahydronaphthalen-1-yl]amino]methyl]chromen-2-one	/Users/marcelmueller/source/randommolecules/example/9260413/9260413_opt.xyz	51	0	2.022
9305071	(3R)-1-[2-(4-bromophenyl)sulfonylethyl]piperidin-1-ium-3-carboxamide	/Users/marcelmueller/source/randommolecules/example/9305071/9305071_opt.xyz	41	1	3.306
9306583	N-(5-chloro-2-fluorophenyl)-2-[[(1S)-1-(2-chlorophenyl)ethyl]amino]acetamide	/Users/marcelmueller/source/randommolecules/example/9306583/9306583_opt.xyz	37	0	2.710
9307470	2-[[(1R)-1-(3-chlorophenyl)ethyl]amino]-N-(furan-2-ylmethylcarbamoyl)acetamide	/Users/marcelmueller/source/randommolecules/example/9307470/9307470_opt.xyz	41	0	3.231
9308811	(2R)-2-[[5-(3-amino-3-oxopropyl)-4-methyl-1,2,4-triazol-3-yl]sulfanyl]-N-(5-methyl-1,2-oxazol-3-yl)propanamide	/Users/marcelmueller/source/randommolecules/example/9308811/9308811_opt.xyz	41	0	3.025
9313028	2-[2-methoxy-4-[(Z)-(5-oxo-2-thiophen-2-yl-1,3-oxazol-4-ylidene)methyl]phenoxy]acetonitrile	/Users/marcelmueller/source/randommolecules/example/9313028/9313028_opt.xyz	36	0	1.719
9334150	1-[4-(2-methoxyphenyl)piperazin-1-yl]-2-(4-phenylphenoxy)ethanone	/Users/marcelmueller/source/randommolecules/example/9334150/9334150_opt.xyz	56	0	3.384
9352414	(3S)-1-tert-butyl-N-(4-methoxy-2-nitrophenyl)-5-oxopyrrolidine-3-carboxamide	/Users/marcelmueller/source/randommolecules/example/9352414/9352414_opt.xyz	45	0	1.422
9355207	6-amino-3-[2-(4-methylpiperidin-1-yl)-2-oxoethyl]-5-morpholin-4-yl-1-propylpyrimidine-2,4-dione	/Users/marcelmueller/source/randommolecules/example/9355207/9355207_opt.xyz	59	0	3.082
9384652	[(2S)-1-(3-bromoanilino)-1-oxopropan-2-yl] 2-methylfuran-3-carboxylate	/Users/marcelmueller/source/randommolecules/example/9384652/9384652_opt.xyz	35	0	3.562
9385879	[2-[[(1S)-1-cyano-1-cyclopropylethyl]amino]-2-oxoethyl] 4-acetyl-1H-pyrrole-2-carboxylate	/Users/marcelmueller/source/randommolecules/example/9385879/9385879_opt.xyz	39	0	3.187
9391526	4-chloro-3-[(2Z)-2-[[5-[(1R,2S)-2-methylcyclopropyl]furan-2-yl]methylidene]hydrazinyl]benzoate	/Users/marcelmueller/source/randommolecules/example/9391526/9391526_opt.xyz	36	-1	0.522
9397018	[2-(2,4-difluoroanilino)-2-oxoethyl]-[(1R)-1-naphthalen-1-ylethyl]azanium	/Users/marcelmueller/source/randommolecules/example/9397018/9397018_opt.xyz	44	1	2.714
9404092	(E)-3-[3-(dimethylsulfamoyl)-4-methoxyphenyl]-N-[(1S,2S)-2-methylcyclohexyl]prop-2-enamide	/Users/marcelmueller/source/randommolecules/example/9404092/9404092_opt.xyz	54	0	2.619
9407546	N-[[(2S)-butan-2-yl]carbamoyl]-2-(4-oxo-3-prop-2-enylquinazolin-2-yl)sulfanylacetamide	/Users/marcelmueller/source/randommolecules/example/9407546/9407546_opt.xyz	48	0	2.876
9419323	6-amino-1-ethyl-5-[2-(ethylamino)-1,3-thiazol-4-yl]pyrimidine-2,4-dione	/Users/marcelmueller/source/randommolecules/example/9419323/9419323_opt.xyz	34	0	2.864
9430844	(2S)-N-(4-bromo-2-fluorophenyl)-2-[(3S,5R)-3,5-dimethylpiperidin-1-yl]propanamide	/Users/marcelmueller/source/randommolecules/example/9430844/9430844_opt.xyz	43	0	2.447
9432403	(2S)-2-[(4-chlorophenyl)methylsulfanyl]-N-(4-methoxyphenyl)propanamide	/Users/marcelmueller/source/randommolecules/example/9432403/9432403_opt.xyz	40	0	3.040
9459631	(2S)-2-[4-[(E)-3-phenylprop-2-enyl]piperazine-1,4-diium-1-yl]-N-prop-2-enylpropanamide	/Users/marcelmueller/source/randommolecules/example/9459631/9459631_opt.xyz	52	2	0.855
9461499	2,6-ditert-butyl-4-[[[3-(furan-2-yl)-5-sulfanylidene-1H-1,2,4-triazol-4-yl]amino]methylidene]cyclohexa-2,5-dien-1-one	/Users/marcelmueller/source/randommolecules/example/9461499/9461499_opt.xyz	54	0	1.668
9471184	N-methyl-4-(methylsulfanylmethyl)-N-[(1S)-1-[4-(1,2,4-triazol-1-yl)phenyl]ethyl]benzamide	/Users/marcelmueller/source/randommolecules/example/9471184/9471184_opt.xyz	48	0	2.602
9484308	(2S)-2-(4-methylpiperidine-1-carbothioyl)sulfanylpropanoic acid	/Users/marcelmueller/source/randommolecules/example/9484308/9484308_opt.xyz	32	0	2.492
9490915	[2-[(3-cyano-5,5,7,7-tetramethyl-4,6-dihydrothieno[2,3-c]pyridin-2-yl)amino]-2-oxoethyl] N,N-diethylcarbamodithioate	/Users/marcelmueller/source/randommolecules/example/9490915/9490915_opt.xyz	55	0	2.124
9510099	(2R,7R)-2,7-bis[(dimethylamino)methyl]-1,8-bis(4-propoxyphenyl)octane-1,8-dione	/Users/marcelmueller/source/randommolecules/example/9510099/9510099_opt.xyz	86	0	2.091
9519476	N-[(Z)-1-(2-bromophenyl)ethylideneamino]-3-hydroxybenzamide	/Users/marcelmueller/source/randommolecules/example/9519476/9519476_opt.xyz	33	0	3.303
9534069	N-[(1R)-1-(2,4-difluorophenyl)ethyl]-2-quinolin-8-yloxyacetamide	/Users/marcelmueller/source/randommolecules/example/9534069/9534069_opt.xyz	41	0	2.400
9539383	4-[(3aR,4R,7aS)-4-methyl-1,3-dioxo-3a,4,7,7a-tetrahydroisoindol-2-yl]-N-(5-chloro-2-methylphenyl)benzamide	/Users/marcelmueller/source/randommolecules/example/9539383/9539383_opt.xyz	50	0	2.999
9541895	(1R,3R,3aR,6aS)-5-(4-bromophenyl)-1-ethyl-1'-prop-2-enylspiro[1,2,3a,6a-tetrahydropyrrolo[3,4-c]pyrrol-2-ium-3,3'-indole]-2',4,6-trione	/Users/marcelmueller/source/randommolecules/example/9541895/9541895_opt.xyz	54	1	2.158
9552432	2-[2-[(E)-[[2-(2-methoxyphenoxy)acetyl]hydrazinylidene]methyl]phenoxy]acetic acid	/Users/marcelmueller/source/randommolecules/example/9552432/9552432_opt.xyz	44	0	2.233
9575202	7-[4-[(2E)-2-(carbamoylhydrazinylidene)-2-phenylethyl]piperazin-1-yl]-1-ethyl-6-fluoro-4-oxoquinoline-3-carboxylic acid	/Users/marcelmueller/source/randommolecules/example/9575202/9575202_opt.xyz	63	0	2.524
9579416	5-(furan-2-yl)-2-methyl-3-[(E)-(4-nitrophenyl)methylideneamino]thieno[2,3-d]pyrimidin-4-one	/Users/marcelmueller/source/randommolecules/example/9579416/9579416_opt.xyz	39	0	1.229
9586299	[(Z)-(5-methoxy-2,3-dihydroinden-1-ylidene)amino] 5-chloro-2-methoxybenzoate	/Users/marcelmueller/source/randommolecules/example/9586299/9586299_opt.xyz	40	0	2.864
9600228	(6Z)-6-[4-(4-bromophenyl)-2-[(2E)-2-[(2-fluorophenyl)methylidene]hydrazinyl]-1H-pyrimidin-6-ylidene]cyclohexa-2,4-dien-1-one	/Users/marcelmueller/source/randommolecules/example/9600228/9600228_opt.xyz	46	0	2.303
9602450	(Z)-1-(10,13-dimethyl-3-trimethylsilyloxy-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl)-N-methoxyethanimine	/Users/marcelmueller/source/randommolecules/example/9602450/9602450_opt.xyz	74	0	4.313
9603309	2-[(2E)-2-[(4-methylphenyl)hydrazinylidene]propyl]isoindole-1,3-dione	/Users/marcelmueller/source/randommolecules/example/9603309/9603309_opt.xyz	40	0	1.045
9604228	N-[(E)-naphthalen-2-ylmethylideneamino]-2,4-dinitroaniline	/Users/marcelmueller/source/randommolecules/example/9604228/9604228_opt.xyz	37	0	1.617
9622471	N-benzyl-N'-[(E)-[3-bromo-4-[(2,4-dichlorophenyl)methoxy]-5-ethoxyphenyl]methylideneamino]oxamide	/Users/marcelmueller/source/randommolecules/example/9622471/9622471_opt.xyz	57	0	2.379
9634409	2-(2-bromo-N-methylsulfonylanilino)-N-[(E)-[4-(dimethylamino)phenyl]methylideneamino]acetamide	/Users/marcelmueller/source/randommolecules/example/9634409/9634409_opt.xyz	48	0	2.305
9637001	[4-[(E)-[[2-[(2-iodobenzoyl)amino]acetyl]hydrazinylidene]methyl]phenyl] 4-propoxybenzoate	/Users/marcelmueller/source/randommolecules/example/9637001/9637001_opt.xyz	59	0	2.710
9662019	2-phenyl-N-[(E)-(2,4,5-trimethoxyphenyl)methylideneamino]cyclopropane-1-carboxamide	/Users/marcelmueller/source/randommolecules/example/9662019/9662019_opt.xyz	48	0	2.535
9669244	N-[4-[(E)-[[5-(dimethylsulfamoyl)-2-methylphenyl]carbamothioylhydrazinylidene]methyl]phenyl]acetamide	/Users/marcelmueller/source/randommolecules/example/9669244/9669244_opt.xyz	52	0	1.628
9670846	1-(4-amino-1,2,5-oxadiazol-3-yl)-N-[(E)-1-(4-fluorophenyl)ethylideneamino]-5-(3-methoxyphenyl)triazole-4-carboxamide	/Users/marcelmueller/source/randommolecules/example/9670846/9670846_opt.xyz	49	0	2.232
9677453	5-chloro-2-hydroxy-N-[(E)-(3-nitrophenyl)methylideneamino]benzamide	/Users/marcelmueller/source/randommolecules/example/9677453/9677453_opt.xyz	32	0	2.241
