CID	Name	Structure Path	Number of Atoms	Total Charge	HOMO-LUMO gap
4264139	[2-[1-(2,3-dihydro-1,4-benzodioxin-3-ylmethyl)-2,5-dimethylpyrrol-3-yl]-2-oxoethyl] 3-hydroxyadamantane-1-carboxylate	/Users/marcelmueller/source/randommolecules/example/4264139/4264139_opt.xyz	68	0	3.172
4276857	3,5-diethoxy-N-[(2-oxo-1,3-dihydrobenzimidazol-5-yl)carbamothioyl]benzamide	/Users/marcelmueller/source/randommolecules/example/4276857/4276857_opt.xyz	48	0	1.689
4282382	2-chloro-N-[3-oxo-1-phenyl-3-(3-sulfamoylanilino)propyl]benzamide	/Users/marcelmueller/source/randommolecules/example/4282382/4282382_opt.xyz	51	0	3.596
4294906	2-fluoro-N-(oxolan-2-ylmethyl)-N-[2-oxo-2-(1,3-thiazol-2-ylamino)ethyl]benzamide	/Users/marcelmueller/source/randommolecules/example/4294906/4294906_opt.xyz	43	0	3.149
4298623	ethyl 4-[[2-(3-phenoxyphenyl)-1,3-thiazolidine-3-carbonyl]amino]benzoate	/Users/marcelmueller/source/randommolecules/example/4298623/4298623_opt.xyz	56	0	2.932
4306113	2-[(2-fluorophenyl)sulfonylamino]propanoate	/Users/marcelmueller/source/randommolecules/example/4306113/4306113_opt.xyz	25	-1	1.610
4315615	[2-(4-methoxyphenyl)-5-(5-methylfuran-2-yl)pyrazol-3-yl]-(1,3,3-trimethyl-6-azabicyclo[3.2.1]octan-6-yl)methanone	/Users/marcelmueller/source/randommolecules/example/4315615/4315615_opt.xyz	63	0	2.933
4327269	4-[3-(1-ethylpiperidin-4-yl)-5,6-dihydro-4H-pyrrolo[2,3-c]pyrazol-1-yl]benzonitrile	/Users/marcelmueller/source/randommolecules/example/4327269/4327269_opt.xyz	47	0	1.962
4339977	2-[[5-(furan-2-yl)-4-(4-methylphenyl)-1,2,4-triazol-3-yl]sulfanyl]-1-phenylethanone	/Users/marcelmueller/source/randommolecules/example/4339977/4339977_opt.xyz	44	0	2.054
4353682	2,4-dichloro-N-[4-(4-methylpiperidin-1-yl)sulfonylphenyl]benzamide	/Users/marcelmueller/source/randommolecules/example/4353682/4353682_opt.xyz	47	0	2.624
4354882	methyl 2-(pyridin-3-ylsulfamoyl)benzoate	/Users/marcelmueller/source/randommolecules/example/4354882/4354882_opt.xyz	32	0	2.489
4399274	N-(furan-2-ylmethyl)-2-[[3-[(3-methoxyphenyl)methyl]-1,2,4-thiadiazol-5-yl]-methylamino]acetamide	/Users/marcelmueller/source/randommolecules/example/4399274/4399274_opt.xyz	46	0	3.366
4406467	N-[2-(3,4-dimethoxyphenyl)-4-oxo-1,2-dihydroquinazolin-3-yl]-4-methylbenzenesulfonamide	/Users/marcelmueller/source/randommolecules/example/4406467/4406467_opt.xyz	55	0	2.828
4409203	(4-benzylpiperazin-1-yl)-[1-[3-[(4-methylphenyl)methyl]-1,2,4-thiadiazol-5-yl]piperidin-4-yl]methanone	/Users/marcelmueller/source/randommolecules/example/4409203/4409203_opt.xyz	67	0	3.402
4412051	6,8-dichloro-3-[2-(4-methoxyphenyl)-2-oxoethyl]quinazolin-4-one	/Users/marcelmueller/source/randommolecules/example/4412051/4412051_opt.xyz	36	0	2.646
4416428	6-[[3-chloro-4-[(2,6-dichlorophenyl)methoxy]phenyl]methylidene]-5-imino-2-pyridin-3-yl-[1,3,4]thiadiazolo[3,2-a]pyrimidin-7-one	/Users/marcelmueller/source/randommolecules/example/4416428/4416428_opt.xyz	49	0	1.933
4428643	N-[3-(phenylcarbamoyl)-4,5,6,7-tetrahydro-1-benzothiophen-2-yl]pyridine-3-carboxamide	/Users/marcelmueller/source/randommolecules/example/4428643/4428643_opt.xyz	46	0	2.153
4445126	2-[cyclopropyl(ethylcarbamoyl)amino]-N-(furan-2-ylmethyl)-N-[(1-methylpyrrol-2-yl)methyl]acetamide	/Users/marcelmueller/source/randommolecules/example/4445126/4445126_opt.xyz	52	0	3.677
4466359	ethyl 2-[4-(1,1,2,2,3,3,3-heptafluoropropylsulfinyl)-2-nitrophenyl]sulfanylacetate	/Users/marcelmueller/source/randommolecules/example/4466359/4466359_opt.xyz	38	0	1.904
4470947	2-[4-(1,1,2,2,3,3,3-heptafluoropropylsulfanyl)-2,6-dinitrophenyl]sulfonylacetic acid	/Users/marcelmueller/source/randommolecules/example/4470947/4470947_opt.xyz	35	0	2.441
4474645	4-[(4-chlorophenyl)-hydroxymethylidene]-5-(3-ethoxyphenyl)-1-(3-imidazol-1-ylpropyl)pyrrolidine-2,3-dione	/Users/marcelmueller/source/randommolecules/example/4474645/4474645_opt.xyz	57	0	1.608
4486202	2-[(2-butan-2-ylphenyl)iminomethyl]-4-chloro-6-methoxyphenol	/Users/marcelmueller/source/randommolecules/example/4486202/4486202_opt.xyz	42	0	2.173
4494037	5-[2-[(4-butoxy-3-methoxyphenyl)methylidene]hydrazinyl]-2-methyl-1,3-oxazole-4-carbonitrile	/Users/marcelmueller/source/randommolecules/example/4494037/4494037_opt.xyz	44	0	2.441
4495878	5-(3-chlorophenyl)-N-[2-chloro-5-(trifluoromethyl)phenyl]furan-2-carboxamide	/Users/marcelmueller/source/randommolecules/example/4495878/4495878_opt.xyz	36	0	2.822
4505573	4-[2-[[2-(2,4-dibromophenoxy)acetyl]carbamothioyl]hydrazinyl]-N-(2,4-dimethylphenyl)-4-oxobutanamide	/Users/marcelmueller/source/randommolecules/example/4505573/4505573_opt.xyz	54	0	2.024
4512243	N'-[2-(5-methyl-2-propan-2-ylphenoxy)acetyl]-2-nitrobenzohydrazide	/Users/marcelmueller/source/randommolecules/example/4512243/4512243_opt.xyz	48	0	1.141
4524454	5-(dipropylsulfamoyl)-2-fluoro-N-(2-methoxy-5-methylphenyl)benzamide	/Users/marcelmueller/source/randommolecules/example/4524454/4524454_opt.xyz	56	0	2.522
4538390	2-(2,4-dichlorophenoxy)ethyl 4-cyanobenzoate	/Users/marcelmueller/source/randommolecules/example/4538390/4538390_opt.xyz	33	0	2.601
4547802	2-[(4-chloro-3-methylphenyl)carbamothioyl-[(4-ethoxycarbonylphenyl)methyl]amino]-4-methylpentanoic acid	/Users/marcelmueller/source/randommolecules/example/4547802/4547802_opt.xyz	61	0	1.844
4551880	1-(3-methylphenyl)-3-[2-(2-nitrophenyl)ethenyl]pyrido[1,2-a]benzimidazole-4-carbonitrile	/Users/marcelmueller/source/randommolecules/example/4551880/4551880_opt.xyz	51	0	1.399
4567279	N-(2-ethylhexyl)-3-methyl-N'-(4-propan-2-ylphenyl)pentanediamide	/Users/marcelmueller/source/randommolecules/example/4567279/4567279_opt.xyz	65	0	3.742
4568605	(2,5-dioxopyrrolidin-1-yl) 3-methylsulfonylsulfanylpropanoate	/Users/marcelmueller/source/randommolecules/example/4568605/4568605_opt.xyz	28	0	3.194
4576642	4-[(1,5-dimethyl-3-oxo-2-phenylpyrazol-4-yl)amino]-4-oxobut-2-enoate	/Users/marcelmueller/source/randommolecules/example/4576642/4576642_opt.xyz	36	-1	0.317
4592985	N-[(2-chloro-6-nitrophenyl)methylideneamino]pyridine-2-carboxamide	/Users/marcelmueller/source/randommolecules/example/4592985/4592985_opt.xyz	30	0	1.658
4645917	N-(2-fluorophenyl)-3-methylpiperidine-1-carboxamide	/Users/marcelmueller/source/randommolecules/example/4645917/4645917_opt.xyz	34	0	3.943
4681122	2-(6-methyl-5-propan-2-yl-1-benzofuran-3-yl)-N-(3-methylsulfanylphenyl)acetamide	/Users/marcelmueller/source/randommolecules/example/4681122/4681122_opt.xyz	48	0	2.969
4682906	3-[3-oxo-3-(4-phenylpiperazin-1-yl)propyl]-2-sulfanylidene-1H-quinazolin-4-one	/Users/marcelmueller/source/randommolecules/example/4682906/4682906_opt.xyz	50	0	1.582
4694472	N-cyclopentyl-4-(3,4-difluorophenyl)-5-methyl-1,3-thiazol-2-amine	/Users/marcelmueller/source/randommolecules/example/4694472/4694472_opt.xyz	36	0	2.807
4699550	1-[2-(diethylamino)ethyl]-4-[hydroxy-[4-[(2-methylphenyl)methoxy]phenyl]methylidene]-5-(3-hydroxyphenyl)pyrrolidine-2,3-dione	/Users/marcelmueller/source/randommolecules/example/4699550/4699550_opt.xyz	72	0	1.348
4744738	6-[(3-fluorophenyl)carbamoyl]-3,4-dimethylcyclohex-3-ene-1-carboxylate	/Users/marcelmueller/source/randommolecules/example/4744738/4744738_opt.xyz	38	-1	2.302
4747572	1-[4-[(3,4-dichlorophenyl)methyl]piperazin-4-ium-1-yl]-2-ethyl-3-methyl-5H-pyrido[1,2-a]benzimidazol-10-ium-4-carbonitrile	/Users/marcelmueller/source/randommolecules/example/4747572/4747572_opt.xyz	60	2	1.622
4761781	2-(2-fluoroanilino)-5-(pyridin-3-ylmethylidene)-1,3-thiazol-4-one	/Users/marcelmueller/source/randommolecules/example/4761781/4761781_opt.xyz	31	0	1.760
4770737	2-(3,5-dichloro-2-hydroxyphenyl)-2,3,5,6,7,8-hexahydro-1H-[1]benzothiolo[2,3-d]pyrimidin-4-one	/Users/marcelmueller/source/randommolecules/example/4770737/4770737_opt.xyz	37	0	2.711
4781399	2-[(4-benzyl-5-pyridin-3-yl-1,2,4-triazol-3-yl)sulfanyl]-N-(oxolan-2-ylmethyl)acetamide	/Users/marcelmueller/source/randommolecules/example/4781399/4781399_opt.xyz	52	0	2.920
4806369	4-(2-fluorophenyl)sulfanyl-2-(3-methyl-1,3-benzothiazol-2-ylidene)-3-oxobutanenitrile	/Users/marcelmueller/source/randommolecules/example/4806369/4806369_opt.xyz	37	0	1.965
4811131	1-(2,3-dihydro-1,4-benzodioxin-6-yl)-3-(3-methylphenyl)prop-2-en-1-one	/Users/marcelmueller/source/randommolecules/example/4811131/4811131_opt.xyz	37	0	2.471
4811141	1-[4-(5,6-dihydro-4H-1,3-thiazin-2-ylamino)phenyl]-3-(4-nitrophenyl)prop-2-en-1-one	/Users/marcelmueller/source/randommolecules/example/4811141/4811141_opt.xyz	43	0	1.411
4813673	2-(1-amino-4-phenylimidazol-2-yl)sulfanyl-N-(2,3,4-trifluorophenyl)acetamide	/Users/marcelmueller/source/randommolecules/example/4813673/4813673_opt.xyz	39	0	2.813
4817984	N-butyl-N-(1,1-dioxothiolan-3-yl)-2-(1-phenylbenzimidazol-2-yl)sulfanylacetamide	/Users/marcelmueller/source/randommolecules/example/4817984/4817984_opt.xyz	58	0	3.208
4819359	1-[1-(2,3-dihydroindol-1-yl)-1-oxopropan-2-yl]sulfanyl-4-prop-2-enyl-[1,2,4]triazolo[4,3-a]quinazolin-5-one	/Users/marcelmueller/source/randommolecules/example/4819359/4819359_opt.xyz	52	0	2.312
4819671	4-[5-(3-phenylprop-2-enylsulfanyl)tetrazol-1-yl]phenol	/Users/marcelmueller/source/randommolecules/example/4819671/4819671_opt.xyz	36	0	2.597
4823331	2-[(4-benzyl-5-oxo-[1,2,4]triazolo[4,3-a]quinazolin-1-yl)sulfanyl]-N-(1-cyano-1-cyclopropylethyl)acetamide	/Users/marcelmueller/source/randommolecules/example/4823331/4823331_opt.xyz	55	0	2.586
4828422	2-[1-(2,3-dihydro-1H-inden-5-yl)-1-oxopropan-2-yl]sulfanyl-3-(2-methoxyethyl)quinazolin-4-one	/Users/marcelmueller/source/randommolecules/example/4828422/4828422_opt.xyz	53	0	2.742
4829177	dimethyl 2-bromo-4-(1,3-dioxoisoindol-2-yl)pentanedioate	/Users/marcelmueller/source/randommolecules/example/4829177/4829177_opt.xyz	37	0	2.676
4846053	N-[2-(1,3-benzodioxol-5-ylmethylcarbamoyl)phenyl]-3-chloroadamantane-1-carboxamide	/Users/marcelmueller/source/randommolecules/example/4846053/4846053_opt.xyz	60	0	2.990
4848858	2-[2-(5-naphthalen-2-yl-3-phenyl-3,4-dihydropyrazol-2-yl)-2-oxoethoxy]benzaldehyde	/Users/marcelmueller/source/randommolecules/example/4848858/4848858_opt.xyz	55	0	2.476
4850029	N-(1,3-benzodioxol-5-ylmethyl)-2-[methyl-[4-(methylamino)-3-nitrophenyl]sulfonylamino]acetamide	/Users/marcelmueller/source/randommolecules/example/4850029/4850029_opt.xyz	50	0	0.983
4861384	N'-[6-bromo-4-(dibromomethyl)-5,5-dimethylbicyclo[2.1.1]hexane-1-carbonyl]naphthalene-1-carbohydrazide	/Users/marcelmueller/source/randommolecules/example/4861384/4861384_opt.xyz	49	0	3.014
4863957	4-hydroxy-1-(3-imidazol-1-ylpropyl)-2-(4-methoxyphenyl)-3-(1-methyl-[1,3]thiazolo[3,2-a]benzimidazole-2-carbonyl)-2H-pyrrol-5-one	/Users/marcelmueller/source/randommolecules/example/4863957/4863957_opt.xyz	63	0	1.680
4864197	4-hydroxy-3-(5-methyl-1-benzofuran-2-carbonyl)-1-(3-morpholin-4-ylpropyl)-2-thiophen-2-yl-2H-pyrrol-5-one	/Users/marcelmueller/source/randommolecules/example/4864197/4864197_opt.xyz	59	0	1.333
4912914	3-anilino-4-hydroxy-4-methyl-1-oxa-3-azaspiro[4.5]decan-2-one	/Users/marcelmueller/source/randommolecules/example/4912914/4912914_opt.xyz	40	0	4.092
4921873	ethyl 1-(4-acetyloxybenzoyl)-2-(4-acetyloxy-3-methoxyphenyl)-3-cyano-2,3a-dihydro-1H-pyrrolo[1,2-a]quinoline-3-carboxylate	/Users/marcelmueller/source/randommolecules/example/4921873/4921873_opt.xyz	74	0	1.748
4931611	N'-[2-(4-methoxyphenyl)acetyl]-2-propoxybenzohydrazide	/Users/marcelmueller/source/randommolecules/example/4931611/4931611_opt.xyz	47	0	3.401
4938294	1-N',4-N'-bis(2-phenylmethoxybenzoyl)cyclohexane-1,4-dicarbohydrazide	/Users/marcelmueller/source/randommolecules/example/4938294/4938294_opt.xyz	82	0	2.717
4950453	N-(ethylcarbamothioyl)-2-fluorobenzamide	/Users/marcelmueller/source/randommolecules/example/4950453/4950453_opt.xyz	26	0	1.334
4955537	3-(2-phenoxyethoxy)benzamide	/Users/marcelmueller/source/randommolecules/example/4955537/4955537_opt.xyz	34	0	3.455
4972791	2-[4-[2-(3,4-diethoxyphenyl)ethylamino]-5,6-dimethylpyrrolo[2,3-d]pyrimidin-7-yl]ethanol	/Users/marcelmueller/source/randommolecules/example/4972791/4972791_opt.xyz	59	0	3.152
4980171	methyl 2-(dimethylamino)-8-(2-hydroxyethenyl)-5-methyl-4-oxo-1-phenylpyrrolo[3,2-c]quinoline-3-carboxylate	/Users/marcelmueller/source/randommolecules/example/4980171/4980171_opt.xyz	54	0	2.481
4983994	6-[(4,6-dichloro-1,3,5-triazin-2-yl)oxy]-4,7-dimethylchromen-2-one	/Users/marcelmueller/source/randommolecules/example/4983994/4983994_opt.xyz	31	0	2.686
5008190	[1-[3-[(4-fluorophenyl)methyl]-1,2,4-thiadiazol-5-yl]piperidin-4-yl]-[4-(4-methoxyphenyl)piperazin-1-yl]methanone	/Users/marcelmueller/source/randommolecules/example/5008190/5008190_opt.xyz	65	0	2.742
5010824	3-[2-chloro-5-(trifluoromethyl)phenyl]-N-(3,5-dimethylphenyl)-4-oxo-2-sulfanylidene-1H-quinazoline-7-carboxamide	/Users/marcelmueller/source/randommolecules/example/5010824/5010824_opt.xyz	51	0	1.700
5013368	N-[6-bromo-3-(2-methoxyethyl)-1,3-benzothiazol-2-ylidene]acetamide	/Users/marcelmueller/source/randommolecules/example/5013368/5013368_opt.xyz	31	0	3.156
5020518	N-(2,3-dihydro-1,4-benzodioxin-3-ylmethyl)-10-methyl-7-thia-9,11-diazatricyclo[6.4.0.02,6]dodeca-1(12),2(6),8,10-tetraen-12-amine	/Users/marcelmueller/source/randommolecules/example/5020518/5020518_opt.xyz	44	0	3.062
5026229	N-(4-carbamoylphenyl)-1-(2-methoxy-5-methylphenyl)sulfonylpiperidine-3-carboxamide	/Users/marcelmueller/source/randommolecules/example/5026229/5026229_opt.xyz	55	0	3.103
5032790	ethyl 1-[[4-(butylcarbamoyl)phenyl]methyl]-4-(4-chlorophenyl)-6-methyl-2-oxo-3,4-dihydropyridine-5-carboxylate	/Users/marcelmueller/source/randommolecules/example/5032790/5032790_opt.xyz	65	0	2.715
5066911	[4-[[[2-(4-ethoxyanilino)-2-oxoacetyl]hydrazinylidene]methyl]-2-methoxyphenyl] 4-chlorobenzoate	/Users/marcelmueller/source/randommolecules/example/5066911/5066911_opt.xyz	57	0	2.118
5082504	N-[5-[2-(2-fluoroanilino)-2-oxoethyl]sulfanyl-1,3,4-thiadiazol-2-yl]-2-naphthalen-1-ylacetamide	/Users/marcelmueller/source/randommolecules/example/5082504/5082504_opt.xyz	48	0	2.594
5084973	6-morpholin-4-ylsulfonyl-4-oxo-N-(2-phenylethyl)-1H-quinoline-3-carboxamide	/Users/marcelmueller/source/randommolecules/example/5084973/5084973_opt.xyz	54	0	2.372
5095254	[4-(2-chloro-6-nitrophenyl)piperazin-1-yl]-(3,4,5-trimethoxyphenyl)methanone	/Users/marcelmueller/source/randommolecules/example/5095254/5095254_opt.xyz	52	0	1.452
5095938	N-[(2-chlorophenyl)methyl]-4-oxo-3-(pyridin-3-ylmethyl)-10-oxa-3-azatricyclo[5.2.1.01,5]dec-8-ene-6-carboxamide	/Users/marcelmueller/source/randommolecules/example/5095938/5095938_opt.xyz	49	0	3.196
5114769	4-chloro-1,5-dimethyl-2-(4-methylanilino)-2-oxo-1,5,2lambda5-diazaphosphinin-6-one	/Users/marcelmueller/source/randommolecules/example/5114769/5114769_opt.xyz	34	0	3.001
5133238	2-[2-chloro-4-[(3,4-dimethylanilino)methyl]phenoxy]-N-(2-methylphenyl)acetamide	/Users/marcelmueller/source/randommolecules/example/5133238/5133238_opt.xyz	54	0	2.522
5139408	N-[1-(5,6,7,8-tetrahydronaphthalen-2-yl)ethylideneamino]pyridine-3-carboxamide	/Users/marcelmueller/source/randommolecules/example/5139408/5139408_opt.xyz	41	0	2.668
5153647	2-chloro-N-[[(2-chloroacetyl)amino]-(3-methoxy-4-propan-2-yloxyphenyl)methyl]acetamide	/Users/marcelmueller/source/randommolecules/example/5153647/5153647_opt.xyz	43	0	3.819
5156780	2-[[6-[(4-methoxycyclohexanecarbonyl)amino]-1,3-benzothiazol-2-yl]sulfanyl]ethyl acetate	/Users/marcelmueller/source/randommolecules/example/5156780/5156780_opt.xyz	51	0	2.902
5159498	2-(2-methyl-6-pyridin-4-ylpyrimidin-4-yl)-3,4-dihydro-1H-isoquinoline	/Users/marcelmueller/source/randommolecules/example/5159498/5159498_opt.xyz	41	0	2.272
5174652	2-[3-(3-fluorophenyl)-4-phenyl-5-sulfanylidene-1,2,4-triazol-1-yl]-6,8-dioxabicyclo[3.2.1]octan-4-one	/Users/marcelmueller/source/randommolecules/example/5174652/5174652_opt.xyz	44	0	1.891
5176757	1-[2-(dimethylamino)ethyl]-5-(3-ethoxy-4-prop-2-enoxyphenyl)-4-[hydroxy-(4-methoxyphenyl)methylidene]pyrrolidine-2,3-dione	/Users/marcelmueller/source/randommolecules/example/5176757/5176757_opt.xyz	67	0	1.537
5184246	1-[(2,5-dimethylphenyl)-(4-methylphenyl)methyl]-1,4-diazepane	/Users/marcelmueller/source/randommolecules/example/5184246/5184246_opt.xyz	51	0	3.151
5214695	N-[4-(1,3-benzothiazol-2-yl)-1,3-thiazol-2-yl]-4-morpholin-4-yl-3-nitrobenzamide	/Users/marcelmueller/source/randommolecules/example/5214695/5214695_opt.xyz	49	0	1.674
5215284	3-[(3,4-dichlorophenyl)methyl-dodecanoylamino]-4-hydroxy-N-(2-hydroxyethyl)-8-(hydroxymethyl)-6-methoxy-3,4,4a,9b-tetrahydrodibenzofuran-1-carboxamide	/Users/marcelmueller/source/randommolecules/example/5215284/5215284_opt.xyz	95	0	2.997
5222645	2-(benzenesulfonyl)-3-(2-methoxyphenyl)-5-(4-methylphenyl)-1,3-dihydropyrazole	/Users/marcelmueller/source/randommolecules/example/5222645/5222645_opt.xyz	51	0	2.270
5234812	[1-(3-nitroanilino)-1-oxopropan-2-yl] 4-(diethylamino)benzoate	/Users/marcelmueller/source/randommolecules/example/5234812/5234812_opt.xyz	51	0	1.641
5236906	6-amino-4-(5-methylfuran-2-yl)-3-(trifluoromethyl)-2,4-dihydropyrano[2,3-c]pyrazole-5-carbonitrile	/Users/marcelmueller/source/randommolecules/example/5236906/5236906_opt.xyz	31	0	2.905
5237389	6-phenylspiro[4,5,6,7-tetrahydro-[1,2,4]triazolo[5,1-b]quinazoline-9,1'-cyclohexane]-8-one	/Users/marcelmueller/source/randommolecules/example/5237389/5237389_opt.xyz	47	0	2.565
5246874	4-[(4-trimethylsilyltriazol-1-yl)methyl]phenol	/Users/marcelmueller/source/randommolecules/example/5246874/5246874_opt.xyz	34	0	3.441
5254924	N-[[6-[4-[2-[[bis(piperidin-2-ylmethyl)amino]methyl]-1,2-dihydropyridin-6-yl]cyclohexyl]piperidin-2-yl]methyl]-1-piperidin-2-yl-N-(piperidin-2-ylmethyl)methanamine	/Users/marcelmueller/source/randommolecules/example/5254924/5254924_opt.xyz	126	0	2.701
5295002	(2S)-N-(4-chlorophenyl)-1-[(4-fluorophenyl)carbamothioyl]pyrrolidine-2-carboxamide	/Users/marcelmueller/source/randommolecules/example/5295002/5295002_opt.xyz	42	0	1.695
5347501	(E,Z)-N-[4-[(4-chlorophenyl)methyl]piperazin-1-yl]-3-(furan-2-yl)prop-2-en-1-imine	/Users/marcelmueller/source/randommolecules/example/5347501/5347501_opt.xyz	43	0	2.242
5371309	(E)-1,4-bis(4-fluorophenyl)-2-(hydroxyamino)-3-nitrosobut-2-ene-1,4-dione	/Users/marcelmueller/source/randommolecules/example/5371309/5371309_opt.xyz	34	0	1.837
5372382	1-[(E)-2-bromoethenyl]-4-chlorobenzene	/Users/marcelmueller/source/randommolecules/example/5372382/5372382_opt.xyz	16	0	3.030
5378684	3-methyl-2-[(E)-2-(3-nitrophenyl)ethenyl]quinazolin-4-one	/Users/marcelmueller/source/randommolecules/example/5378684/5378684_opt.xyz	36	0	1.735
5410385	(1E)-N-(3-carbamoylanilino)-2-(methylamino)-2-oxoethanimidoyl cyanide	/Users/marcelmueller/source/randommolecules/example/5410385/5410385_opt.xyz	29	0	2.478
5428200	N-[(E)-1-(2,4-dimethoxyphenyl)ethylideneamino]-2-(4-methylphenoxy)acetamide	/Users/marcelmueller/source/randommolecules/example/5428200/5428200_opt.xyz	47	0	3.129
5438857	(4E,5R)-1-(5-acetyl-4-methyl-1,3-thiazol-2-yl)-4-[(2,5-dimethylphenyl)-hydroxymethylidene]-5-pyridin-3-ylpyrrolidine-2,3-dione	/Users/marcelmueller/source/randommolecules/example/5438857/5438857_opt.xyz	53	0	1.965
5449968	(4-oxo-2,3-dihydro-1H-cyclopenta[c]chromen-7-yl) (E)-3-(4-methoxyphenyl)prop-2-enoate	/Users/marcelmueller/source/randommolecules/example/5449968/5449968_opt.xyz	45	0	2.529
5451936	2-(6-ethyl-4-oxothieno[2,3-d]pyrimidin-3-yl)-N'-(2-oxoindol-3-yl)acetohydrazide	/Users/marcelmueller/source/randommolecules/example/5451936/5451936_opt.xyz	42	0	1.085
5453935	5-methyl-N'-[(Z)-(3-nitro-4-oxocyclohexa-2,5-dien-1-ylidene)methyl]-3-phenyl-1,2-oxazole-4-carbohydrazide	/Users/marcelmueller/source/randommolecules/example/5453935/5453935_opt.xyz	41	0	1.652
5465978	(NZ)-N-[(5E)-5-[amino(cyano)methylidene]-3-(2-hydroxyethyl)imidazol-4-ylidene]acetamide	/Users/marcelmueller/source/randommolecules/example/5465978/5465978_opt.xyz	27	0	1.846
5468256	N-[(Z)-(2-phenyl-2,3-dihydrochromen-4-ylidene)amino]aniline	/Users/marcelmueller/source/randommolecules/example/5468256/5468256_opt.xyz	42	0	2.631
5472787	4-amino-5-benzoyl-2-[(4-methylpyridin-2-yl)amino]-N-phenyl-1H-pyrrole-3-carbothioamide	/Users/marcelmueller/source/randommolecules/example/5472787/5472787_opt.xyz	52	0	1.909
5506267	ethyl (6Z)-7-benzyl-2-oxo-6-(thiophene-2-carbonylimino)-1,7,9-triazatricyclo[8.4.0.03,8]tetradeca-3(8),4,9,11,13-pentaene-5-carboxylate	/Users/marcelmueller/source/randommolecules/example/5506267/5506267_opt.xyz	55	0	1.671
5508596	(4E,5S)-1-[2-(diethylamino)ethyl]-5-(4-hydroxy-3-methoxyphenyl)-4-[hydroxy-(4-nitrophenyl)methylidene]pyrrolidine-2,3-dione	/Users/marcelmueller/source/randommolecules/example/5508596/5508596_opt.xyz	61	0	0.612
5513131	N-[(Z)-(7-bromo-1,5-dimethyl-2-oxoindol-3-ylidene)amino]-4-methylbenzamide	/Users/marcelmueller/source/randommolecules/example/5513131/5513131_opt.xyz	40	0	2.017
5537920	(4E,5S)-5-(4-hydroxy-3-methoxyphenyl)-4-[hydroxy-(4-propan-2-yloxyphenyl)methylidene]-1-(2-morpholin-4-ylethyl)pyrrolidine-2,3-dione	/Users/marcelmueller/source/randommolecules/example/5537920/5537920_opt.xyz	68	0	1.864
5538296	(4E,5R)-1-[3-(diethylamino)propyl]-5-(furan-2-yl)-4-[hydroxy(phenyl)methylidene]pyrrolidine-2,3-dione	/Users/marcelmueller/source/randommolecules/example/5538296/5538296_opt.xyz	54	0	1.230
5563230	2-[(Z)-[[2-(2-methoxyanilino)acetyl]hydrazinylidene]methyl]-4-nitrophenolate	/Users/marcelmueller/source/randommolecules/example/5563230/5563230_opt.xyz	40	-1	1.907
5588360	4-[(Z)-(4-tert-butylphenyl)methylideneamino]-3-(3-methoxyphenyl)-1H-1,2,4-triazole-5-thione	/Users/marcelmueller/source/randommolecules/example/5588360/5588360_opt.xyz	48	0	1.549
5591685	(5E)-5-(2-oxo-1H-indol-3-ylidene)-3-[[(2S)-oxolan-2-yl]methyl]-2-sulfanylidene-1,3-thiazolidin-4-one	/Users/marcelmueller/source/randommolecules/example/5591685/5591685_opt.xyz	37	0	1.107
5592365	(2Z,6Z)-5-imino-6-[[3-methoxy-4-[(2-methylphenyl)methoxy]phenyl]methylidene]-2-(2-oxo-2-pyrrolidin-1-ylethylidene)-3H-[1,3,4]thiadiazolo[3,2-a]pyrimidin-7-one	/Users/marcelmueller/source/randommolecules/example/5592365/5592365_opt.xyz	64	0	1.680
5594524	(E)-N-[(7S)-5,7-bis(4-chlorophenyl)-1,7-dihydro-[1,2,4]triazolo[1,5-a]pyrimidin-2-yl]-3-phenylprop-2-enamide	/Users/marcelmueller/source/randommolecules/example/5594524/5594524_opt.xyz	53	0	1.245
5608132	N-[(Z)-(2-methoxyphenyl)methylideneamino]-2-(3-methyl-5-oxo-1,2-dihydropyrazol-4-yl)acetamide	/Users/marcelmueller/source/randommolecules/example/5608132/5608132_opt.xyz	37	0	2.622
5621834	(NZ)-4-tert-butyl-N-(5-cyano-2-oxo-7-pentyl-1,7,9-triazatricyclo[8.4.0.03,8]tetradeca-3(8),4,9,11,13-pentaen-6-ylidene)benzamide	/Users/marcelmueller/source/randommolecules/example/5621834/5621834_opt.xyz	64	0	1.487
5631154	(5E)-5-[[2-(4-benzoylpiperazin-1-ium-1-yl)ethylamino]methylidene]-1-(4-methylphenyl)-2-sulfanylidene-1,3-diazinane-4,6-dione	/Users/marcelmueller/source/randommolecules/example/5631154/5631154_opt.xyz	62	1	0.970
5682163	3-[(4-chlorophenyl)sulfamoyl]-N-[(Z)-(3-nitrophenyl)methylideneamino]benzamide	/Users/marcelmueller/source/randommolecules/example/5682163/5682163_opt.xyz	46	0	1.797
5690849	6-[2-[[(5E)-5-indol-3-ylidene-4-(3-methylphenyl)-1H-1,2,4-triazol-3-yl]sulfanyl]acetyl]-4H-1,4-benzoxazin-3-one	/Users/marcelmueller/source/randommolecules/example/5690849/5690849_opt.xyz	57	0	1.345
